"#靠交24643
你有把西遊記念通嗎？為什麼太上老君不能將孫悟空煉化？

因為古時候煉丹爐是煤炭爐，最高只能達到1200度C左右，而孫悟空是石猴，主要成分二氧化矽，熔點1600度C左右，根本煉不掉！

那麼孫悟空為什麼會被煉成火眼金睛呢？因為二氧化矽在八卦爐1200度C的高溫下發生了玻璃化，所以具備了類似照妖鏡之類的作用，可以看出妖精鬼怪。

那麼八卦爐又為什麼會壞掉呢？因為孫悟空的組成遠非二氧化矽那麼簡單，還有一部分碳酸鈣，在八卦爐1200度C作用下，碳酸鈣發生分解：CaCO3←→CaO+CO2。二氧化碳使八卦爐內壓力增大，最終導致八卦爐爆炸，孫悟空破爐而出！

那麼孫悟空破爐而出之後為何變得狂暴呢？因為他身上的碳酸鈣變成了氧化鈣，吸收空氣中的水分發生化學反應會發熱，所以會狂暴

那麼後來孫悟空為啥又溫和，還跟唐僧一起去西天取經？因為如來佛把孫悟空壓在五行山下，常年風吹日曬，孫悟空身上的氧化鈣又吸收了雨水，隨後變成了氫氧化鈣，所以性情也就變的溫和了。後來孫悟空為什麼能夠成佛呢？因為在西行的路上，孫悟空身上的氫氧化鈣又在不斷的吸收二氧化碳，最終到了西天之後又變成了碳酸鈣，又變成了堅硬的金身",5222,2016-05-21T16:04:00,https://www.facebook.com/CowBeiNCTU/posts/948380818616199
"#靠交41026
http://i.imgur.com/KKHI3no.jpg",2917,2017-08-04T17:31:15,https://www.facebook.com/CowBeiNCTU/posts/1346995192088091
"#靠北交大14290

親愛的交通大學：
寫這封信的目的是要告知我即將停止在交大讀博士學位了。在應化系 孫仲X教授 實驗室待了六個月後，我喪失了對這個學術機構的所有信心。這是要給研究所以上學生、教授以及交大各高級長官的一封信。
我能舉出充分的理由說明我為何放棄在此的學業，但由於空間不足，我就只說最重要的幾點。
1) 沒有研究道德
科學研究的主要目標是增加我們對領域的知識、了解那些對人類有助益的事。然而事實上，在孫教授的實驗室的感覺是完全相反的。一個博士生剛實驗室時，教授會給他一個研究專題，通常是碩士生不幹了的半成品。這個博士生就要全新專注於這個研究專題很長一段時間，直到完成研究。完成之後，教授竟說他不會把這個研究納入畢業標準，但可用來拿獎學金。從道德的角度來看，教授怎麼可以說一個博士生花了很久、甚至數年的時間完成的研究不納入畢業考量？
2) 心理上的騷擾
理想的教授應該要讓研究環境充滿朝氣，教授領導學生走在正確的道路上通往光明的未來。但直言不諱的說，孫教授是個騙子、吹牛大王。他寄了很多次信給我都讓我心神不寧，我甚至有證據說他怎樣騷擾學生。因為他這樣的騷擾，我健康欠佳、心神不安，終於在交大諮商中心的輔導下好轉。第二點我要說的是，他常常介入學生的私生活，比如以下是有一天早上，他在我走進實驗室時說的：
“你來這裡是研究的，不是觀光客，所以你不應該再花時間旅遊或做其他活動了。“
我想再講一個，發生在我跟我實驗室夥伴身上的事。我們通常下午會在實驗室泡奶茶，有一天當我們再泡的時候，教授走進來看到我們用的是統一的牛奶，在我們面前做了以下評論：
你們怎麼在用統一的牛奶呢？你們應該要用奶粉。既然你們用這牛奶，代表你們很有錢，那我就不會提供金錢上的支援了。
從上述事件，我有個問題：我是孫教授的奴隸還是怎樣？學生都有自己的私生活，他沒有任何資格管。
士氣頹喪：教授應該要激起學生的動機，但孫教授卻不是。他常常在小組報告時羞辱學生。他對學生研究從不給任何建議。對我來說小組報告就像地獄一樣。教授的義務是要教導學生，是要在學生研究有困難時給予建議的。
3) 財務上的騷擾
以下描述的是我的個人經歷。基於我跟實驗室夥伴跟孫教授的相處以及自己的觀察，我要公布以下幾點：
當學生滿腦子都是如何生存的時候，他怎麼能專心在他的研究上？孫教授的博士生通常除了要做自己的論文研究，還要合作NRPB，但他經過三四週卻幾乎拿不到任何金錢上的補助（根據我的資料，NRPB的學生至少會有一萬元以上的補助）。看看其他應化系的實驗室，只有在做自己的研究的外國學生拿到兩萬八千元補助（獎學金＋教授補助）。
除此之外，他還把學生的工作許可藏起來，造成學生無法申請補助，然後把所有利潤放進自己的口袋裡。這有點像貪污了，是個懲處的罪名。
這不是研究，是做生意。
研究是研究人員試著了解尚未明瞭的領域。在這過程中，他可能經歷失敗，而這也是研究很重要的一部分。這些挫敗讓研究人員越來越接近他的目標。但是在孫教授眼裡，這些失敗是在浪費時間。他跟博士生說：你們要給我分子（結果）我才會給你們金錢上的資助。
3) 種族歧視
基於別人的膚色、國籍、宗教、民族等而歧視他人是非常可惡的。以下是我在孫教授實驗室六個月常常聽到他講的話：
i. 印度人是廉價勞工
ii. 印度人來這裡是為了錢而不是為了研究
孫教授對印度學生與台灣學生總是差別待遇。他總是讓印度人與印度人之間、印度人與台灣人之間有所誤會。他這背後的動機是要“分批擊垮、管理”。
簡單來說，我覺得孫教授騷擾他的學生，使他們成為他的勞工來博取利益。他在搞一個學生與學生雙方都無法獲利的生意。畢竟我們來台灣是為了研究，不是來當奴隸的，這樣的教授讓整個學校的名譽敗壞。孫教授實驗室的名聲已經讓很多學生離開了。有些在完成修業規定後仍沒拿到學位，有些中途就閃了。剩下的人不敢出聲就因為怕自己已經花了兩三年在這上面了，萬一出面可能會使自己丟掉學位。有很多學生都還在工作、繼續被教授騷擾，而沒有人聽到他們的聲音跟問題。我保證未來這種事一定還會發生、有學生因為相同的原因而離開交大，讓世界對交大有非常不好的印象。我很感謝交大與台灣政府給我機會來到這裡，所以當這教育體系裡有問題，我有責任要通知你們。我覺得這樣的事情讓交大非常無光，並間接的傷害所有人。我相信台灣的教育高層會處理這事的。
謝謝",2709,2015-08-20T17:55:40,https://www.facebook.com/CowBeiNCTU/posts/798291720291777
"#靠北交大19186
#梅竹

""清交學弟妹大家好
我是你們畢業多年的老校友 

想起當年
一個全校都熱衷於梅竹的年代
半夜12點就要去排票 一張票偷偷賣可以賣500元的年代
當時的交大人夜襲跟遊行去清大
隔一天清大人就會夜襲遊行去交大
梅竹三天小徑封路 兩校學生組成巡邏隊
今年所謂的布條 貼紙 貼不到一分鐘就被解決 在小徑囤積成戰利品堆
或許幼稚 或許沒品 或許無聊 或許秀下限

但當時梅竹賽是全校最注重的活動
也可能是那年代為數不多的消遣
清大交大 都是有品的學校優良的學校
但放縱三天 瘋狂三天 沒品三天又如何
大家一起沒品攻擊對方 嗆對方 把對方當仇人 一攻一守
經過這互相仇視對方的三天 拿下的總錦標最驕傲 最甜美
而這三天 更是一年之中 清大 跟 交大 自己學校最團結的時候
因為你的仇人在對面

而在畢業多年之後 遇到對方學校的人
想起當年對方怎麼靠北你嗆你惡搞你
都會相視而笑 討論當初各種靠北的事
因為你會發現 當初的仇人 是多們可敬的對手
居然能想出千奇百怪的方式搞你 讓你哭笑不得
若清大沒有交大這對手 交大沒有清大這敵人
梅竹賽將會多麼的無趣
一年之中約好三天 不計較對方的過失 報復來報復去
結束之後的三百六十二天 大家都還是朋友
這就是為什麼梅竹賽 能促進自己學校的凝聚力
還能促進兩校的感情
或許在現在這種做法看起來很不可思議 很幼稚 沒品
但對我們來說卻是最熱血的回憶

想想你們在梅竹賽前 每篇文都在靠北自己學校梅籌 梅工 梅後 火力班
而對面火力班一鬧 一秀下限之後
是不是炮口全部面向對面的敵人了
頓時同仇敵愾 因為有更白目更賤的敵人在對面 自己學校做的事都不算甚麼了

但時代如今已經不同以往 想看梅竹的人或許只剩下百分之一
如果在貼貼紙 掛布條 會對不想管梅竹 
只想認真讀書或做自己的事的同學 造成困擾
畢竟當年 全校停課 放下書本 全心全意參與梅竹的年代已經過了
若學弟妹們想仿造老前輩們的做法
或許就會造成今天兩校都不開心的情況
一個巴掌拍不響 今天你來掛布條 可是別人不想理你 不想掛回去
就會開始用網路罵你 這樣罵來罵去一點都不熱血不有趣
如果真的想要偷襲對方學校 那就先約好對方也會偷襲回來吧
這樣兩校一起耍白癡 就誰也不欠誰 誰也沒有資格說對方了
今年的布條事件或許荒謬 但總算有點當年的樣了
兩校學生開始重視 熱度漸漸回溫
最後敬祝 剩下兩天 梅竹成功 清交雙贏 長長久久 台大吃屎

老人上""",1910,2016-02-26T20:37:50,https://www.facebook.com/CowBeiNCTU/posts/891383187649296
"#靠交31565
""清大距離世界頂尖的大學有多遠呢?
.
.
.
.
.
.
.
.
.
.
交清小徑的距離""",1607,2017-02-18T04:34:09,https://www.facebook.com/CowBeiNCTU/posts/1180917215362557
"#靠交38910
老師今天上課教我們生蛋。
 
老師說話的時候歐拜一直晃，
 
兩條細細的腿不知道怎麼支撐大歐拜的。
 
班上的男同學很興奮，為了保存精力已經兩個禮拜沒打手
 
機了。
 
而女同學雖然滿臉通紅，卻全神貫注盯著老師，也許是雌性的天職吧！
 
 
「各位同學準備好了嗎？
 
一起來生下一顆顆蛋蛋哦！」
 
老師跳上講桌，將裙子挽起來時，坐前排的我聞到香香的味道。然後老師蹲了

下去像在便便的姿勢……
 
「嗯～～～」
 
老師的表情逐漸凝重，
 
底下的我們目瞪口呆喃喃喚著要『生了嗎？要生了嗎？』
 
「咕咕咕咕！！！」
 
老師仰天發出母雞的叫聲，
 
接著『啵啵啵』得，
 
蛋蛋一顆一顆從老師身體裡蹦出來。
 
同學們驚呼之際，我仔細觀察滾到桌角的蛋蛋，
 
暗紅色的光滑表面外包裹一絲絲黏液。
 
「老師老師，蛋蛋可以吃嗎？」
 
「老師我最近沒有和人那個那個，所以可以的喲！」
 
 
 
「老師老師，為什麼是這個顏色？」
 
「阿啦阿啦～通常那個那個經驗豐富的女生蛋蛋顏色會越深，反之沒有那個那
 
個的女生就會呈現粉紅色的哦！」
 
不愧是老師，好博學多聞。
 
 
「快點快點讓我生蛋！」
 
女同學們紛紛跳到桌子上，
 
「嗯……」
 
「啊～～～阿阿阿～～～」
 
教室裡女學生的喘息此起彼落，
 
「啵！」
 
長髮飄逸品學兼優的班長率先生出一顆蛋蛋。
 
「很不錯的蛋蛋哦，班長以後會是好老婆！」
 
老師撿起蛋蛋打趣的說
 
「嗚～姆！咕咕咕！」
 
此時在眾多男生視線中的正妹同學也生蛋蛋了；而且不只一顆
 
，『啵啵啵啵啵』得好多顆粉紅色的蛋蛋寶石像是機關槍子彈一樣不斷射出來，
 
大家都搶著要呢！
 
 
很多人暗戀，戴著眼鏡最文靜的學藝股長也要生蛋蛋囉！
 
「呀～～～啵！」
 
雖然學藝股長生了蛋蛋，可是大家皺起了眉頭，因為蛋蛋的顏色比老師深好
 
多；真是人不可貌相。
 
「好的同學們～老師要教你們讓蛋蛋孵出小寶寶的方法哦！請男女一組到保健室來。」
 
太好了，終於可以知道生命的奧秘了；而且是和女同學。
 
我暗戀的正妹同學會不會答應和我一起學習讓蛋蛋孵出小寶寶的方法呢？
 
正當我猶豫不決時，一位同學拉住我的手，嬌滴滴地問：
 
「老師，男孩子也可以生蛋蛋嗎？」
 
是偽娘同學問的，偽娘同學有漂亮的臉蛋、嬌小的身軀，比女孩子更可愛。雖
 
然偽娘同學是甲甲有點奇怪，不過我有點喜歡他。
 
「如過是可愛的男孩子也可以生蛋蛋哦！」老師說。
 
我和偽娘同學一起進去保健室後，
 
裡頭燈光昏暗，老師叫偽娘同學閉上眼躺在床上，讓我壓在他身上。
 
「用力！」
 
聽著老師的指令，我全身用力。
 
「嗚…….嗯嗯嗯嗯嗯……」
 
偽娘同學呻吟著，長長的眼睫毛沾了淚珠。
 
「再用力！」
 
我深呼吸，朝偽娘同學撞過去。
 
偽娘同學潮紅的臉龐似痛苦又似享受。
 
「啊！啊！啊啊啊！」
 
偽娘同學大叫，有什麼東西要出來了！
 
 
 
 
「啵！啵！啵！啵！啵！啵！啵！啵！」
 
生蛋蛋了！
 
而且是我生的！
 
 
蛋蛋上七彩的色澤，彩蛋！彩虹蛋蛋！
 
太好了，太好了，活在世界上真是太好了！
 
我一定會用生命好好守護我的蛋蛋，
 
他們像我身體的一部分抽離出來，
 
雖然我們已經成為不同個體，
 
但是我能感受到每顆蛋蛋的吸氣吐息，
 
血液的溫熱滾滾流像蛋蛋胚胎，
 
才幾秒鐘我就無時無刻都想著蛋蛋是不是冷了？
 
餓了？
 
受委屈了？
 
 
 
莞爾一笑，嘻嘻，
 
 
 
我當母親了！",1288,2017-06-14T12:57:33,https://www.facebook.com/CowBeiNCTU/posts/1296791130441831
"#靠交40179
""提醒各位 7/18 記得要去整骨
揪咪*.< 
http://i.imgur.com/fgZLmj5.jpg""",1259,2017-07-13T05:28:52,https://www.facebook.com/CowBeiNCTU/posts/1325502404237370
"#靠北交大29762
*感謝文
感謝交大各學餐的工作人員，風雨這麼大還前來上班，讓我們不用挨餓，大家都辛苦了。""",1177,2016-09-27T07:34:20,https://www.facebook.com/CowBeiNCTU/posts/1037491449705135
"#靠交22145
http://imgur.com/YmBQhrj",1067,2016-04-19T17:43:51,https://www.facebook.com/CowBeiNCTU/posts/928793653908249
"#靠交33333
一日交大新鮮人
終生悲催工具人
莫聽老賊成功錄
眾齊靠北非新聞
電來物備有game打
應是化外無bug擾
奈何米鹽終有盡
應天數落人生難
上層有權能併系
下民無力可返昔
工具成箱盼合統
實是槌鑽交相敵
電來資亂甚傷心
電去工散史成史
光慘電淡誠黯然
電斷機鏽新難新
靈思頓，喝杯水
校狐生日六月九
報告殘，吃個宵
勤貓敏捷空中幹
機至械解搞破壞
土來木掩且怡心
材實料真眾工具
資優工整不待言
遺憾諸系水源乏
處處沙洲賴駝筏
問何為駝孰為水？
請您瞧瞧性比%
生來科班汁力盛
外面文青撈網剛
傳說科技佐贏家
人使社用差真多
我工具，已QQ
甜糖能望不能嚐
他潮潮，皆66
糖山可嚐且入腸
..
..
肥宅工具極不滿
爆氣啦make sure gun more
資金財富通通灑
管道科技樣樣來
運佳管仲成宰相
工究工具也發達
已勵志，且奮發
十二季後再見期
不藏頭，不人二
三年已去餘四年（？
三月春天我輩無
三週未完有期中
三日未醒正常事
三期去...工具已成魔法師

產生矛盾，代表前提錯誤，一日交大人不一定終身工具人，因爲會升級轉職。",1033,2016-12-13T18:03:58,https://www.facebook.com/CowBeiNCTU/posts/1119009554886657
"#靠交34329
#靠北滷味
#好老闆
這位po文的同學你好～我是A華滷味老闆。
由於這個周末是期末考周所以工作太忙，真的不好意思現在才來道歉，對於把你的水晶餃餡煮成這樣是我不好，而魚豆腐也是我教所有的員工&工讀劃一刀的，原因是我曾經沒有把客人的這兩樣火鍋料煮熟就岀餐，之後請教供貨廠商而執行的！
不過如果你真的不想食材被劃刀可以在結帳時告知，煮的人也會特別留意的，有幾個同學也會這麼做的哦！
我鄭重跟這位同學道歉！！！

而我的工讀生何邦邦真的是ㄧ個直腸子但是人超級nice，相信他身邊的人也都是這麼認爲，對於對你的不禮貌真的也是因為你的語助詞太猛烈了！重點是當天他並沒有上班還牽扯到這麼多後續的事情出來，還牽連到友會、管科系等等⋯⋯⋯⋯
實在是我沒有當下處理道歉，因爲我沒有時間看靠北交大。
我再次跟這位同學、友會、管科系道歉！！！

再來就是當天上班的工讀生玉米也因爲這件事情而耿耿於懷，ㄧ直覺得愧疚跟我道歉覺得他害了所有的人，剛來店裡上班時雖然不靈光常常被我唸唸唸，但是他的工作態度卻是最積極的那一個，而且他只是做我教他做的事情而已，這樣手就要被切也太衰了吧！

也謝謝美女工讀生施施每次都主動幫華哥出來滅火，A華如果沒有妳該怎麼辦！！！在工作上幫我這麼多還要幫我看頭看尾的，感謝施媽媽，有妳真好。
最後我想告訴這位同學，當我第一次看見你po的這篇文的感覺是難過加上生氣，因為每一次我的店上靠北交大被罵我都可以忍受，不過這次罵的是我的工讀生員工，而他們是因爲我教他們的事情被罵受委屈，我也把他們當弟弟妹妹看待～你說下次再切就把你手切了！!！這句話難道不會太重了嗎！？誰都沒有權利去傷害任何人你知道嗎？

但是我希望大家別再生氣了，我道歉！
希望大家期末考順利！！！！！！！

#我的手是要賣滷味的被切只能賣彩卷ㄟ
http://imgur.com/a/aLGEm",1019,2017-01-09T16:36:37,https://www.facebook.com/CowBeiNCTU/posts/1143332665787679
"#靠北交大17843
2016/1/1 上午 1:01:18
有沒有人思考過這個問題?
交通大學為什麼叫做交通大學?

交通大學原本是清朝建立的 ""南洋公學"" ，建立的重點在於培訓清朝所缺乏的 ""科學與工業"" 人才。

後來中華民國建立了後便將南洋公學規畫給交通部管理，命名為 ""交通部上海工業專門學校"" 。

後來才改名為 ""交通大學"" 。

為什麼歸交通部管?

因為當時最缺乏的鐵路、電信、電力網，都是歸交通部管理的。

交通大學的主旨，就是為了建立 ""交通"" 的科學與工業人才(工具人?)。
然後自從交大在上海關閉後數年，交通大學是在新竹復校的、是在新竹復校的、是在新竹復校的。

很重要所以說三次。

所以不管怎麼看，就算要兩岸三地五校合一，我們也該是 ""新竹交通大學"" ，乾 ""陽明"" 這個地名甚麼事?
就算不叫新竹也該叫做 ""竹塹交通大學"" 好嗎?

陽明到底是甚麼咖阿?

更何況陽明創校的原因、還有陽明的校址跟重點培育人才跟交通大學有任何干係嗎?

完全沒有阿!

我個人對於併校毫無意見，有個醫學系聽來也不錯。
但是增加一個多你不多少你不少的醫學系，卻要我把我的姓改掉，這不是龜兒子甚麼是龜兒子?

交通大學的校徽是甚麼意義你知道嗎?

不要只會穿著洨液的貴死人薄紗帽踢卻不懂上面印的校徽是甚麼意思啊!

我們校徽那一圈齒輪共有六十齒，代表一甲子，也代表天干地支循環不止；

然後我們除了那把 ""工具人鐵鎚"" 之外，背後那個檯子是 ""工具人鐵鉆"" ，鐵鉆上還放著 ""鐵製的工具人指南"" ，這三個工具人神器代表的意義是理論與實作並重；

其中有三本工具人指南的書背上寫的ESA，分別是Engineering、Science、Administration。

這三個科目就是交通大學的核心價值。

這就是交大校徽的意思。

到底這裡面哪一項跟陽明醫學院有關係阿?

陽明醫學院好會讀書好棒棒薪水好高我考不上我知道，但你好棒我就跟你姓嗎?

這是哪裡來的部落時代啊?

那要不要我們全台灣都跟台灣首富改姓好了?

真的是腦袋有洞。

交通大學，就是交通大學，陽明想要來投靠我們，頂多就是叫做交通大學陽明校區而已。

陽明交通大學是甚麼北七命名?",1012,2015-12-31T17:46:55,https://www.facebook.com/CowBeiNCTU/posts/860961250691490
